Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Timestamp,Location,NMR Sensor (Porosity %),NMR Sensor (Permeability mD),NMR Sensor (T2 Relaxation Time ms),NMR Sensor (T1 Relaxation Time ms),Resistivity Sensor (ohm-m),Gamma Ray Sensor (API Units),Density Sensor (g/cm³),Neutron Sensor (Porosity %)
17726.05,332.156,6635.72,45.546,205.709,340.658,92.588,19360.634,96.582,411.292,4.25,0.715,8.209,138.029,12448.853,6.757,2.731,7.345,2003-05-12 09:57:45.737152,Site-44,65.41746014740745,34.73,591.52,3776.4,293.62,10,2.45,59.31
17248.359,377.891,8414.294,43.651,465.795,31.951,169.154,620.507,15.645,520.539,2.556,1.899,97.616,39.14,23211.876,229.667,2.461,9.848,2003-05-13 09:57:45.737152,Site-17,19.809763275974014,9.92,372.55,2949.53,190.77,41,1.951,21.38
13860.974,9.901,5104.501,24.034,867.977,307.477,263.242,18334.246,99.263,453.932,9.794,0.021,15.572,182.354,63121.146,322.478,7.288,2.864,2003-05-14 09:57:45.737152,Site-42,56.53302545716099,8.62,386.75,9942.05,624.31,255,2.036,44.45
19836.391,-46.809,8086.304,43.646,207.861,208.546,212.461,17372.811,99.607,519.017,6.257,0.273,26.329,116.424,76458.211,420.824,5.248,5.047,2003-05-15 09:57:45.737152,Site-23,46.39324866883362,38.74,884.58,7335.76,482.85,93,2.367,23.1
31.382,472.565,5269.694,43.304,69.098,43.479,356.58,4856.919,66.948,654.513,9.817,1.715,69.026,89.539,15712.011,89.906,6.36,8.373,2003-05-16 09:57:45.737152,Site-43,97.2005329631537,9.75,853.84,3888.08,668.82,100,2.875,85.76
19081.433,363.334,291.436,2.413,264.186,46.415,142.401,18872.198,2.545,679.339,8.914,0.635,42.092,57.411,40831.075,384.026,1.792,4.774,2003-05-17 09:57:45.737152,Site-22,60.85272726964666,21.33,598.88,8290.39,111.79,198,1.91,33.8
11787.109,574.603,2395.644,33.799,647.893,255.863,179.768,2676.133,90.795,422.412,8.291,1.515,96.007,129.724,32331.253,60.122,7.38,5.656,2003-05-18 09:57:45.737152,Site-27,34.95063720868188,22.73,272.99,4897.17,136.0,177,1.859,88.75
8826.76,52.066,2740.325,20.636,461.024,248.687,268.595,7815.366,5.954,659.837,1.358,0.387,56.099,9.61,77556.448,336.291,7.505,1.775,2003-05-19 09:57:45.737152,Site-23,11.409578488793336,27.44,475.51,8728.37,362.95,24,1.538,32.61
4323.619,305.295,9761.495,22.253,153.332,70.382,81.611,2799.593,31.984,576.151,2.59,0.489,21.2,145.608,96020.481,49.711,6.233,4.642,2003-05-20 09:57:45.737152,Site-14,15.124682873493455,47.38,408.35,2664.53,258.83,229,1.793,17.95
14111.169,525.045,7408.074,11.781,603.883,348.804,77.178,795.931,35.922,573.428,1.941,0.705,76.816,153.384,9170.003,449.133,0.372,5.667,2003-05-21 09:57:45.737152,Site-14,22.53169299512351,5.68,353.68,2236.78,619.38,185,1.88,57.66
15175.519,26.203,9382.777,10.557,677.581,356.67,84.985,16567.97,92.012,471.477,3.658,0.687,85.779,54.273,58676.886,373.004,7.36,7.707,2003-05-22 09:57:45.737152,Site-21,25.0966661340298,2.97,102.88,2473.62,367.6,256,1.591,55.51
8127.652155246355,110.34743686566776,5416.26804129351,22.14609792217778,713.7974051231652,58.26524375332463,0.6953122427350529,11233.398157648233,60.79831187844975,481.5113279084187,1.103202037708416,0.6942218118855382,47.529989793015226,153.70140329235025,46255.98933953554,447.65034026783,8.71027709389339,5.458886729279654,2003-05-23 09:57:45.737152,Site-36,85.06160578411378,11.39,543.16,5385.27,684.0,160,2.317,61.89
5725.878,458.817,2105.008,24.835,909.512,193.796,159.351,19825.931,69.3,622.483,4.369,1.048,46.978,100.133,69278.456,473.142,7.645,1.502,2003-05-24 09:57:45.737152,Site-17,56.12227882825249,121.7,301.9,2913.84,768.82,124,1.684,30.21
13732.777,591.254,2991.307,6.519,770.224,330.414,270.348,11194.969,48.515,490.442,5.167,0.385,79.039,98.32,60001.624,110.367,8.678,2.117,2003-05-25 09:57:45.737152,Site-45,52.33909113743665,151.74,660.84,1472.05,187.25,111,2.241,32.0
6902.641,337.5,4501.172,24.998,219.312,87.759,233.434,4160.117,4.355,662.142,0.824,1.641,21.061,54.252,65503.515,180.574,5.747,4.73,2003-05-26 09:57:45.737152,Site-9,11.476887186921749,125.36,319.27,9946.28,919.83,1,1.774,23.74
9027.604,207.202,740.582,49.03,395.267,83.428,126.717,15514.333,82.912,632.123,5.72,0.394,64.189,145.159,74598.696,414.257,4.807,8.194,2003-05-27 09:57:45.737152,Site-20,86.0139693349435,16.56,431.22,9004.43,787.18,11,2.857,92.84
14511.665,507.651,1435.162,20.424,121.238,118.302,464.422,18763.901,5.759,651.396,5.93,1.324,11.821,88.412,65349.005,114.073,7.788,5.93,2003-05-28 09:57:45.737152,Site-15,72.28143032084837,3.38,52.46,6350.49,626.82,39,1.945,68.3
502.318,190.623,8777.115,6.67,967.559,285.783,158.894,18899.433,74.782,470.543,6.907,0.341,86.605,61.856,5925.07,190.419,6.444,9.374,2003-05-29 09:57:45.737152,Site-17,6.766836190000158,1.93,992.54,8915.54,908.94,278,1.635,75.63
10595.954,443.917,1790.0,15.259,852.941,106.103,277.706,16346.115,69.55,446.76,4.517,1.674,42.44,102.94,64824.453,55.124,3.389,1.627,2003-05-30 09:57:45.737152,Site-47,70.78350972297687,10.87,507.66,9354.69,265.94,264,2.712,19.42
19996.832,290.946,7910.047,2.503,971.615,341.524,7.353,17643.938,76.39,644.157,6.695,0.201,65.119,27.228,83480.289,389.859,0.673,9.188,2003-05-31 09:57:45.737152,Site-35,54.353821734264606,16.48,24.34,6761.41,421.77,149,2.083,66.16
6373.093,251.38,7643.042,2.247,802.064,341.727,417.539,13731.169,22.909,532.134,5.66,1.2,88.208,25.687,76957.045,110.641,5.038,1.51,2003-06-01 09:57:45.737152,Site-11,8.172534574677826,73.75,541.28,5187.28,85.88,54,2.689,76.27
9059.554,47.047,2347.91,14.889,447.149,202.592,354.726,1994.522,64.628,523.886,8.935,1.506,86.85,78.083,3677.541,276.314,2.138,4.851,2003-06-02 09:57:45.737152,Site-2,45.830064152865646,47.84,870.37,8820.14,456.24,43,1.953,34.25
7817.952,121.106,2759.692,4.089,442.088,256.545,452.392,13480.99,94.982,409.164,5.496,0.787,8.734,64.443,80771.773,298.983,0.658,1.828,2003-06-03 09:57:45.737152,Site-44,48.469628713004695,25.21,772.57,5678.4,506.45,76,2.225,15.77
16044.145,547.782,3098.361,20.843,851.577,167.482,478.509,18435.597,41.964,495.716,6.301,1.628,69.541,127.621,58370.305,278.017,6.146,4.786,2003-06-04 09:57:45.737152,Site-29,16.577454016327575,8.25,700.94,1268.88,616.11,272,2.146,69.7
19169.313,-42.993,6831.346,24.794,581.112,16.144,252.796,18102.582,6.352,545.279,7.526,1.628,87.98,181.328,2042.037,443.564,4.81,5.707,2003-06-05 09:57:45.737152,Site-17,94.56981470002825,7.68,139.55,3669.19,64.13,156,2.309,61.11
12412.664,588.01,240.602,30.476,189.984,284.734,355.778,16554.288,36.113,669.078,6.535,1.9,82.422,82.594,1068.263,466.914,8.755,9.157,2003-06-06 09:57:45.737152,Site-47,84.99753714806619,25.9,657.77,4459.76,32.56,241,2.082,57.56
3017.980486573741,241.80953283092865,842.5299169404079,17.340154209777154,492.26935146310143,0.0,208.3654769726312,18166.21761092575,44.50625189777497,582.7507662494432,5.309897383071166,0.8962034610520511,67.94913719600538,59.57771821132504,62001.69060143655,445.6904555299498,7.201931388674381,1.253535317595322,2003-06-07 09:57:45.737152,Site-41,66.90223373291083,40.33,766.32,9353.75,419.95,152,2.22,18.26
1090.965,251.881,563.876,37.515,220.106,272.625,477.641,4809.346,15.073,503.183,8.591,1.54,14.378,189.016,82461.217,6.879,7.734,1.419,2003-06-08 09:57:45.737152,Site-23,46.22955610006072,29.72,572.46,6592.2,189.21,182,2.485,26.25
8522.662,212.541,7962.683,22.419,571.494,29.344,148.973,14785.777,91.029,516.685,5.198,1.743,78.647,120.716,43929.243,190.402,2.714,7.815,2003-06-09 09:57:45.737152,Site-18,41.17655415845085,7.14,892.76,8752.9,758.81,183,2.101,62.49
15819.618,292.265,231.806,46.8,530.018,259.409,496.229,18000.744,43.855,462.614,4.231,0.672,51.787,184.445,36576.671,419.51,4.975,7.903,2003-06-10 09:57:45.737152,Site-49,65.09734671509541,38.5,277.06,7576.16,668.77,9,2.492,61.36
10989.007,337.631,8016.397,26.816,199.669,340.668,145.882,10819.762,9.059,547.409,7.376,0.822,1.049,102.157,56678.701,31.501,3.713,5.158,2003-06-11 09:57:45.737152,Site-27,54.54318694069055,30.75,242.22,3099.3,325.89,133,2.536,55.47
13520.072,385.116,2842.352,24.813,498.093,255.355,330.268,3994.848,12.231,664.484,4.241,1.562,22.7,175.422,4899.72,460.509,2.067,4.299,2003-06-12 09:57:45.737152,Site-34,6.227310588188562,6.88,869.58,7187.37,45.88,259,2.586,76.81
5952.871,-40.266,2115.801,13.113,988.08,66.902,369.943,11562.451,89.05,462.586,3.82,0.464,9.402,20.046,79041.177,356.69,9.204,6.903,2003-06-13 09:57:45.737152,Site-33,51.25026487703317,9.17,625.44,1953.8,182.53,146,2.183,81.47
15794.258,104.203,8927.863,32.517,851.25,312.941,76.892,13025.921,91.063,478.745,2.067,1.883,90.359,39.557,99170.735,352.285,8.288,5.978,2003-06-14 09:57:45.737152,Site-30,80.64036172328395,39.98,1.55,4082.05,691.71,130,1.505,27.65
9048.463,584.232,897.738,10.889,511.655,145.853,389.596,2922.824,80.651,505.019,1.208,0.907,44.54,118.552,49770.954,335.785,5.448,1.279,2003-06-15 09:57:45.737152,Site-13,45.923987759695805,15.89,353.2,8061.11,990.17,157,2.593,15.76
1104.874,383.212,9762.066,39.532,446.543,230.442,240.62,17107.806,63.783,453.667,3.721,1.064,3.241,171.429,4494.89,395.804,5.296,4.212,2003-06-16 09:57:45.737152,Site-45,5.195657755426842,98.41,857.87,6119.68,326.53,114,2.818,20.12
1688.992,483.54,6390.677,36.126,342.394,104.956,197.861,3838.512,65.884,690.038,0.525,0.358,55.42,48.049,9095.286,340.95,1.851,5.494,2003-06-17 09:57:45.737152,Site-18,78.6278199384033,33.15,27.42,8254.3,802.02,154,2.446,28.13
5196.249,183.94,7828.432,39.482,547.675,0.602,475.51,11686.373,91.469,464.922,1.951,0.846,71.282,48.97,28382.957,146.027,8.007,4.725,2003-06-18 09:57:45.737152,Site-3,20.13637821359744,12.35,3.35,2547.78,867.11,40,2.261,94.77
18906.512,198.361,8289.318,30.196,480.52,247.387,85.459,526.034,22.775,634.429,7.959,0.577,65.937,35.405,12791.071,162.683,9.094,5.859,2003-06-19 09:57:45.737152,Site-12,25.86208348880388,19.88,281.33,7497.74,48.28,290,2.311,13.72
13152.912,595.529,4524.942,21.992,349.872,67.343,89.296,18952.143,15.267,444.788,3.489,0.332,19.969,166.884,51912.496,81.844,4.449,2.212,2003-06-20 09:57:45.737152,Site-28,16.47063534322959,21.4,914.01,2024.04,916.23,10,2.429,87.88
9158.593913059403,320.7093580084491,1590.7779213187305,23.05333158905958,302.1849936980845,128.55357033285995,403.0277490507572,664.1898258394808,35.92465587425208,400.0,2.001456579937737,0.1174710140398373,66.367204000725,178.454539086953,95020.7553450936,300.2048258632094,7.553143049294206,0.8229239899001229,2003-06-21 09:57:45.737152,Site-48,33.02150648714976,9.69,901.49,5453.5,466.26,144,2.948,20.34
15074.292,-27.861,2932.258,6.067,303.762,217.572,102.978,11961.865,3.281,593.853,7.029,1.595,26.712,105.959,70994.775,100.102,1.684,5.755,2003-06-22 09:57:45.737152,Site-3,75.6751505688635,8.06,518.81,4335.91,964.25,62,1.59,34.84
10585.88903435525,111.3071824265662,9368.83384858438,15.43717078684642,328.5925657114151,334.4523692562433,271.163676515083,3156.535007202201,51.01840875423718,619.066368511034,6.828795418291897,0.001,28.852549656026888,128.75708107833265,94482.91771229148,57.58887619000681,0.1,0.1999024970942056,2003-06-23 09:57:45.737152,Site-1,51.93858595039374,40.5,553.28,5565.2,538.6,17,1.531,12.59
1564.573,450.504,9648.326,38.016,624.611,264.158,44.849,3430.754,19.59,574.28,2.755,1.218,82.765,7.542,11065.183,423.052,7.083,2.515,2003-06-24 09:57:45.737152,Site-8,20.48812741507125,46.77,332.07,1356.2,235.22,195,2.898,10.34
601.15,425.546,8544.182,21.278,189.713,336.929,380.082,10987.233,27.043,450.07,5.541,1.319,33.84,28.112,93175.529,262.016,5.684,0.065,2003-06-25 09:57:45.737152,Site-36,87.78300781520409,36.74,243.81,3612.92,974.67,295,2.139,9.51
12621.952,505.128,6610.652,18.84,113.877,258.642,199.046,690.409,44.497,638.169,4.595,1.274,20.869,102.161,85789.284,473.656,1.363,9.31,2003-06-26 09:57:45.737152,Site-50,87.95818549515292,91.41,815.24,6669.37,243.38,224,2.388,34.28
4604.203,-23.075,4573.85,0.614,255.585,85.998,279.236,19379.342,9.676,687.499,4.813,0.746,56.899,135.497,62677.841,400.412,7.784,0.095,2003-06-27 09:57:45.737152,Site-9,87.05784250460069,11.68,106.38,5585.75,882.49,76,2.592,52.37
0.0,527.4847014156838,945.7458840092536,26.36518744669738,77.74384847067633,67.16982432268007,428.048483865077,18488.971973430107,29.33211306672652,556.7700975439651,8.844859048308788,0.2806310704645791,45.78018573911388,39.830714710335165,69965.58257705947,207.2343630264012,5.26346129252788,6.46867271321595,2003-06-28 09:57:45.737152,Site-48,23.87962113815393,107.15,487.41,5490.15,173.21,148,2.576,20.08
18338.73,336.874,9444.21,6.783,348.922,123.477,240.747,16315.9,69.232,494.601,7.12,1.643,16.026,87.329,36819.501,307.171,2.634,5.652,2003-06-29 09:57:45.737152,Site-7,45.12393441809881,8.16,634.43,5108.79,674.8,14,2.438,93.27
7939.172,275.802,6267.954,29.316,498.516,195.116,470.537,17571.961,31.388,614.435,4.044,1.136,45.035,168.066,54978.955,184.174,5.753,5.713,2003-06-30 09:57:45.737152,Site-36,98.49896561408752,7.3,103.77,9438.91,411.35,159,2.184,58.64
135.947,301.638,8271.581,25.116,872.547,266.829,300.421,15459.332,17.057,492.644,1.079,1.168,21.964,164.031,66148.519,59.763,2.996,0.111,2003-07-01 09:57:45.737152,Site-6,77.20124763099903,3.46,519.66,9345.76,972.02,29,2.335,88.51
19798.629,385.79,7664.397,17.735,362.797,156.037,119.281,3279.586,8.998,443.733,3.593,1.451,70.477,35.9,27967.456,426.987,7.19,2.476,2003-07-02 09:57:45.737152,Site-7,2.716742122555982,12.86,577.56,3602.09,184.85,238,2.558,14.88
11742.01,574.687,5030.529,39.511,415.059,141.301,352.906,18716.88,90.102,534.423,6.667,1.884,93.099,97.521,50207.352,143.002,2.301,7.766,2003-07-03 09:57:45.737152,Site-22,6.5204591260492055,12.14,742.52,3519.6,408.85,17,2.734,14.35
16103.508,462.116,8526.249,13.993,34.148,125.284,458.958,10166.0,88.527,522.964,4.456,1.944,9.322,177.244,51140.098,275.99,9.216,9.856,2003-07-04 09:57:45.737152,Site-22,46.39313768123328,33.99,234.91,5549.43,639.81,2,1.685,84.68
131.415,503.395,3826.518,6.435,980.738,252.296,476.807,2464.452,99.581,413.446,4.537,0.39,20.395,66.548,7512.194,267.896,9.486,6.284,2003-07-05 09:57:45.737152,Site-25,90.922020586156,25.63,293.4,956.97,977.62,258,1.903,56.8
16948.67285914111,209.5540145686882,0.1,31.90221476253833,243.3669981711147,276.6066613524052,445.1935129480833,20000.0,91.93059625599192,431.2067995360712,9.567919399808162,1.3408960419262728,13.93757071900374,28.13995836936239,8521.975201612746,171.68230910006636,10.0,0.7878880589353522,2003-07-06 09:57:45.737152,Site-41,53.87017979527143,6.09,569.56,3030.76,303.93,282,2.077,93.86
8656.667,193.201,2369.984,3.281,656.315,153.138,115.856,14289.952,68.876,531.756,0.364,0.807,59.329,109.368,41357.725,257.1,4.889,5.757,2003-07-07 09:57:45.737152,Site-7,49.78125080342903,13.56,983.13,2309.44,396.93,25,2.465,14.69
3202.229855997556,73.19838321144846,6372.613430354905,24.55967917950384,240.70712325101152,244.79100393052985,347.9597637785849,3495.795018341736,0.0,686.7869974809345,8.860049163716354,0.2766093958877897,74.77952061406309,169.41977800585818,28282.27990855736,484.49581961737056,1.8227733528928367,3.973802551335521,2003-07-08 09:57:45.737152,Site-31,10.547369995663058,13.85,217.57,2234.67,461.85,83,2.074,2.6
9298.363,337.741,850.267,18.075,534.924,256.094,455.206,12875.119,37.341,454.007,9.372,0.762,5.8,133.221,17653.705,247.03,1.923,2.114,2003-07-09 09:57:45.737152,Site-8,65.6780104724294,3.4,985.91,6385.42,252.78,222,1.846,91.66
19616.174,442.219,9813.769,15.807,912.088,286.118,367.194,17611.829,73.709,443.151,2.466,0.272,90.459,68.088,61653.453,265.568,8.59,1.115,2003-07-10 09:57:45.737152,Site-24,82.21031606002255,7.53,714.37,3844.12,817.37,161,1.548,69.88
5468.823,305.127,2322.837,18.475,446.121,37.534,189.964,12811.586,97.963,501.443,1.584,0.25,49.673,178.313,60849.357,275.694,4.321,1.934,2003-07-11 09:57:45.737152,Site-26,38.04200075075623,9.29,826.1,1712.47,92.09,284,2.722,80.72
3951.202,222.221,6425.037,34.544,236.419,343.273,183.809,19635.741,9.749,487.114,3.372,0.329,42.973,57.257,85206.073,197.383,2.318,2.743,2003-07-12 09:57:45.737152,Site-18,77.56118509253275,84.24,89.73,8875.83,704.82,116,2.107,29.6
17625.299,331.512,7478.052,45.684,816.629,163.204,55.479,18406.555,35.565,564.925,2.09,0.243,20.265,72.469,61263.92,227.616,4.067,3.569,2003-07-13 09:57:45.737152,Site-31,96.44766539008116,24.32,300.49,8741.61,533.98,0,1.977,0.31
9445.931,450.7,7230.407,25.133,383.585,36.71,443.663,7942.28,88.604,468.037,9.202,1.529,0.015,108.494,82435.593,161.183,1.104,0.509,2003-07-14 09:57:45.737152,Site-50,20.376645912768907,38.95,57.83,8624.77,242.0,5,2.27,48.29
9195.53,63.539,1171.381,47.115,971.767,285.387,201.835,15931.023,83.724,680.585,6.833,0.73,46.816,108.799,99257.894,349.164,7.302,1.502,2003-07-15 09:57:45.737152,Site-14,52.33296311947413,4.49,371.61,3908.06,492.88,169,1.678,99.0
18769.706,-45.081,2273.624,17.92,977.593,24.235,105.635,1628.4,56.222,451.395,4.764,0.889,38.555,185.637,46093.776,320.157,2.178,6.92,2003-07-16 09:57:45.737152,Site-41,28.713795808457554,66.3,981.29,570.77,829.97,225,2.076,90.75
764.446,547.504,3078.115,15.668,173.704,305.299,174.873,18419.516,7.234,601.792,1.593,1.505,10.897,109.865,94385.97,234.983,5.484,9.493,2003-07-17 09:57:45.737152,Site-1,79.28544190338394,73.78,105.36,1068.31,445.5,237,2.59,7.2
10796.786,381.657,6106.853,3.007,271.866,101.361,383.43,8999.231,42.641,516.242,8.813,0.197,99.022,166.106,41328.57,148.804,3.092,8.164,2003-07-18 09:57:45.737152,Site-16,57.75933658811575,2.72,562.42,2761.2,121.99,273,2.567,18.78
7602.822,393.87,7927.482,21.946,144.941,241.779,249.639,7061.79,43.528,526.076,5.072,1.615,82.434,64.527,972.364,48.391,2.449,4.332,2003-07-19 09:57:45.737152,Site-12,63.45824175503038,9.92,6.17,2200.48,40.9,68,2.619,31.12
5644.599,329.329,6431.799,30.706,385.031,249.174,345.933,1513.278,29.55,464.71,7.432,0.387,93.193,31.672,54952.858,375.018,3.808,4.279,2003-07-20 09:57:45.737152,Site-23,79.79141596158941,32.98,712.71,8739.98,777.82,221,2.178,83.04
8550.367,444.577,1358.052,47.932,197.673,45.058,197.291,10135.971,30.339,614.819,9.713,1.092,24.701,0.825,2651.932,389.422,9.31,6.324,2003-07-21 09:57:45.737152,Site-17,39.59704726624549,38.26,197.27,9863.6,330.5,248,2.035,82.47
8991.008,275.156,4737.509,30.85,971.653,60.102,483.373,7116.428,81.007,640.935,9.665,0.525,86.16,99.779,77222.887,326.446,1.653,7.84,2003-07-22 09:57:45.737152,Site-12,91.50900684070432,10.19,129.67,8166.92,931.25,250,2.706,18.5
9728.737810768162,256.44239848116035,4349.577526180111,50.0,0.0,214.6910601610737,62.70500361336778,17819.4516965769,22.741315236427155,488.61575451238696,5.047602438721474,0.2859456537783567,85.72259557800294,32.757027950816536,41401.86851881804,182.4997321512224,2.353173903486853,1.847777839331812,2003-07-23 09:57:45.737152,Site-15,53.302886724614,14.8,337.08,7298.76,617.19,123,1.751,53.31
14579.793,555.98,3671.494,4.033,477.648,207.579,363.576,11319.98,67.929,670.271,1.34,0.774,80.189,189.199,86511.548,263.546,4.59,9.426,2003-07-24 09:57:45.737152,Site-1,15.7954822835348,11.05,771.07,5886.65,436.34,187,2.551,50.18
10846.974333168888,-50.0,7826.480149328164,5.242525381655668,756.3663151214683,360.0,109.49029307076866,19178.073353997494,19.929773036324804,595.000012912106,0.1,0.6815474533977216,0.0,97.93905777303893,22515.69721841208,164.33129844610914,1.8400760463905923,3.2286302206661044,2003-07-25 09:57:45.737152,Site-25,69.58991181688025,22.43,106.7,7699.31,564.51,165,2.788,41.43
4283.423,323.556,4174.412,28.974,999.798,194.871,5.204,2808.266,6.437,531.869,6.411,1.798,78.824,82.631,8452.838,307.941,2.099,4.363,2003-07-26 09:57:45.737152,Site-32,79.32613504382545,66.5,229.92,9470.39,457.19,179,1.915,53.59
4379.056,80.536,3991.783,25.038,364.234,98.584,494.644,15321.537,23.814,549.925,4.003,1.526,28.295,47.237,7803.853,120.764,1.771,9.645,2003-07-27 09:57:45.737152,Site-6,31.67616770675267,9.29,8.56,6013.85,905.82,84,1.787,29.28
18397.405,109.524,444.264,12.918,964.746,305.369,57.091,10973.917,71.625,612.614,5.138,0.295,81.732,123.244,91755.066,390.71,8.391,3.539,2003-07-28 09:57:45.737152,Site-37,85.7179256998753,54.64,968.42,1546.98,458.08,204,2.243,53.15
16232.73,48.379,7693.33,44.091,837.356,315.559,113.665,8268.648,76.141,695.657,0.138,0.733,14.013,114.565,5035.0,230.784,7.313,5.719,2003-07-29 09:57:45.737152,Site-49,90.61432547657664,9.19,592.19,1639.42,104.15,213,1.814,68.56
11735.674,411.3,45.419,44.257,393.843,226.713,457.801,18511.073,84.503,641.823,6.394,1.633,55.427,169.435,58383.948,362.34,1.039,8.108,2003-07-30 09:57:45.737152,Site-19,27.69044873778089,8.61,719.93,5839.04,597.13,58,2.763,6.25
2849.736,-1.455,8739.389,7.877,773.915,266.66,482.731,2696.264,23.644,453.663,9.652,1.727,88.587,96.829,32305.34,97.475,6.401,2.713,2003-07-31 09:57:45.737152,Site-25,98.3521472715222,45.54,651.42,3335.35,623.02,133,1.854,96.73
16593.676,351.019,5090.944,48.633,521.185,233.325,271.374,12303.736,28.641,643.433,6.065,0.835,55.139,93.578,32106.31,129.573,6.972,7.443,2003-08-01 09:57:45.737152,Site-36,14.071152804875842,50.5,144.45,9102.56,765.35,126,1.955,16.53
1458.603,138.315,2231.262,10.03,445.08,5.158,372.706,17791.306,22.73,569.788,9.51,1.369,53.941,189.291,61137.282,89.276,9.152,5.896,2003-08-02 09:57:45.737152,Site-8,20.201566840249,47.06,594.98,6116.81,933.29,224,2.788,36.03
14118.761,566.679,6055.061,18.575,799.317,108.808,139.317,10342.073,97.892,444.389,9.253,1.688,44.617,97.019,6601.64,151.312,0.357,1.757,2003-08-03 09:57:45.737152,Site-10,18.422483923802613,5.39,131.5,6765.25,443.14,199,1.798,47.06
99.113,386.606,9916.597,38.599,845.302,358.777,447.494,12833.675,52.253,633.437,1.059,1.752,55.497,91.838,95285.459,478.136,1.41,9.449,2003-08-04 09:57:45.737152,Site-33,89.39897100078704,12.6,401.3,59.2,352.14,142,2.783,4.1
15638.652,268.53,1174.446,3.021,534.21,248.641,123.166,258.015,35.162,694.618,6.808,1.204,31.825,2.045,71685.385,204.192,9.164,0.474,2003-08-05 09:57:45.737152,Site-9,65.42925523249619,45.74,569.01,4988.99,490.82,195,1.804,54.84
9347.082,211.32,8141.009,20.438,670.84,243.178,399.925,8458.393,0.306,447.491,4.925,0.578,54.756,128.912,21309.046,296.401,6.562,7.14,2003-08-06 09:57:45.737152,Site-35,15.210428322227289,20.94,558.93,4312.22,900.21,78,2.822,87.0
10133.17,430.759,8085.381,2.827,887.14,260.037,126.603,9032.362,94.063,462.078,8.577,0.245,98.184,16.102,34965.853,30.51,3.621,4.909,2003-08-07 09:57:45.737152,Site-49,44.032341836834895,6.86,119.16,7059.01,979.98,69,1.961,90.1
19052.76143924212,188.2310089317814,8621.551567688006,18.61256586925837,220.8313503788188,360.0,343.3609152822333,14501.418642152106,67.60365713314347,523.4799493051822,4.208000987612159,0.4385691194873949,73.77765912917455,94.55842633776108,6356.908215752015,71.2659935113951,5.329561830556869,8.183694292587466,2003-08-08 09:57:45.737152,Site-21,61.52980250698021,31.76,34.53,3827.0,971.24,71,1.857,32.62
9066.417,472.811,714.867,18.743,757.563,166.348,1.874,18558.625,68.152,473.952,7.206,0.982,29.437,108.585,67914.802,302.74,1.48,7.764,2003-08-09 09:57:45.737152,Site-28,8.34640849893833,9.83,798.25,9765.77,229.77,8,2.192,55.88
13209.255203324068,175.8537874850171,8650.832535821279,16.357646662704337,523.3578766857472,317.254902861976,407.4326317164189,14635.494777152451,36.56305059414782,677.0141952332416,2.872055125549555,0.4835134565070665,36.73011885048458,193.9332715886376,16338.136074026135,314.81563557567665,4.328975991303106,9.671303037431745,2003-08-10 09:57:45.737152,Site-24,88.24163684073388,120.85,725.95,6702.36,496.95,207,2.035,77.68
3302.305,377.472,502.55,14.059,866.61,66.511,329.552,2046.856,69.122,533.532,5.949,1.438,31.218,194.203,8710.403,136.552,3.625,7.279,2003-08-11 09:57:45.737152,Site-33,80.36035354415351,94.15,81.91,6599.52,259.55,295,1.793,25.28
19292.629,279.181,9412.058,46.169,531.075,235.994,483.939,7545.395,98.353,642.524,1.391,0.678,26.982,188.59,48834.951,382.176,9.993,9.832,2003-08-12 09:57:45.737152,Site-4,50.52067735766382,36.75,127.5,9193.49,368.05,92,1.991,52.85
6073.697,502.257,4203.954,2.016,830.575,84.115,180.118,14584.727,41.103,468.019,4.284,0.64,92.464,1.865,13158.434,299.227,4.985,4.126,2003-08-13 09:57:45.737152,Site-13,96.71266152591704,78.34,892.59,9952.05,31.78,278,2.534,36.67
9170.479,592.473,3500.842,46.784,234.975,37.398,311.662,16908.966,76.358,563.648,1.043,1.993,97.476,170.757,99116.284,450.325,1.73,9.417,2003-08-14 09:57:45.737152,Site-35,41.77609792750997,21.43,769.15,1979.01,160.69,181,2.706,37.82
19296.624,184.716,2580.813,29.401,105.762,239.45,498.222,9067.089,35.228,541.292,1.133,0.016,61.408,138.551,28939.432,274.36,0.334,4.038,2003-08-15 09:57:45.737152,Site-14,98.4110319036498,43.18,996.16,8105.52,397.14,67,2.69,9.41
4854.595,-33.971,8450.575,30.521,69.3,141.36,30.414,6252.356,37.891,613.328,5.678,1.343,88.927,56.149,63152.866,282.718,6.871,2.699,2003-08-16 09:57:45.737152,Site-49,66.79199988036271,88.03,254.06,1624.03,364.77,3,2.597,40.69
4049.799,315.524,4794.494,41.082,721.668,79.919,238.215,13167.882,10.591,677.028,7.942,1.344,10.527,1.94,10189.587,74.64,0.95,0.902,2003-08-17 09:57:45.737152,Site-48,63.46712732539415,25.67,487.85,4570.98,278.9,217,1.508,16.09
