,Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Location,Timestamp
659,15391.228,287.047,66.907,30.615,434.754,281.0,25.959,13971.829,16.866,507.695,0.841,1.121,5.297,14.244,91167.813,385.044,8.208,2.411,Site-20,2023-02-13
660,2648.78,520.292,3068.57,45.789,546.199,275.452,321.75,5005.754,49.963,469.077,8.951,1.664,98.833,168.726,3591.459,181.922,7.021,7.913,Site-15,2023-09-05
661,15271.603,216.378,1660.439,47.976,597.186,218.921,433.936,5371.52,96.66,430.768,9.36,1.506,31.73,173.299,80996.589,416.191,0.253,2.798,Site-27,2022-11-04
662,1624.076,314.3,4358.189,35.804,441.479,26.708,376.277,15963.148,59.836,576.782,4.257,0.414,37.132,57.42,19058.79,309.779,7.512,4.225,Site-36,2020-10-03
663,5357.786,51.657,2327.069,37.625,243.022,292.201,54.169,3803.574,68.048,580.014,9.912,0.834,58.367,155.267,44927.001,416.012,7.001,7.956,Site-13,2020-10-03
664,5780.493,70.734,2792.05,3.039,997.757,351.638,224.555,18798.467,67.877,662.841,7.905,1.861,87.507,167.111,50500.628,195.345,3.306,5.156,Site-4,2021-01-03
665,10290.742,376.619,4883.273,31.005,412.546,133.716,187.391,19821.32,91.605,698.134,1.272,0.638,69.011,9.436,6302.41,292.317,2.726,3.333,Site-21,2023-06-01
666,642.73,459.158,1231.096,13.654,742.87,269.726,243.689,7427.468,85.871,657.761,4.694,1.607,80.901,137.887,14115.285,25.892,0.58,6.54,Site-36,2022-08-10
667,6475.112,260.207,5107.43,19.17,644.362,91.977,339.717,8538.432,41.576,540.612,7.845,1.213,4.419,188.001,93138.308,429.004,4.138,9.005,Site-35,2023-11-07
668,1930.277,224.319,8260.862,8.412,760.46,199.01,255.629,15650.939,79.586,696.263,7.395,0.492,23.613,90.117,56428.897,250.416,7.838,1.307,Site-33,2023-11-21
669,18427.054,570.18,6931.12,9.065,606.186,262.928,472.464,177.91,91.871,605.848,7.071,0.088,90.8,27.343,6828.599,312.889,6.485,3.799,Site-17,2021-05-06
670,7674.075,204.947,9026.751,16.271,803.764,249.844,138.866,5907.321,27.39,481.694,3.391,1.899,75.738,118.745,13191.968,397.833,9.725,3.729,Site-43,2021-12-22
671,1443.663,7.857,2384.05,18.83,368.81,244.882,146.001,7863.86,5.581,614.297,4.836,1.425,98.941,58.243,15631.362,361.847,3.125,9.421,Site-49,2022-08-14
672,10192.649,331.236,2252.597,17.555,844.611,19.655,153.052,1811.593,27.723,598.338,7.962,0.047,68.28,97.321,25106.9,338.072,1.601,7.936,Site-18,2021-05-24
673,12762.439,150.774,4404.719,36.921,563.309,178.229,481.688,13860.006,3.021,692.907,0.462,1.825,27.99,126.439,49089.338,478.696,5.496,9.387,Site-15,2023-03-15
674,10371.23,524.579,9698.0,48.799,984.011,287.227,415.801,18087.256,84.921,406.774,0.307,1.195,68.569,3.44,20636.02,472.981,5.942,0.17,Site-35,2023-08-29
675,10685.693,154.185,2640.195,13.629,584.089,95.029,260.995,5317.487,42.031,623.348,5.049,0.489,38.171,158.16,50276.65,91.552,5.595,3.034,Site-36,2022-04-27
676,15666.521,538.848,7171.378,31.231,269.056,359.91,241.486,11053.638,80.795,454.015,1.869,1.897,66.674,43.674,85343.186,301.873,6.369,5.182,Site-48,2022-09-04
677,19849.575,332.78,8725.967,42.134,779.189,144.56,489.37,7223.999,25.394,588.601,7.825,1.566,85.784,90.239,63302.151,456.956,7.353,7.62,Site-26,2020-03-03
678,17298.894,186.824,7869.321,34.89,621.848,291.405,128.151,8870.967,89.757,448.285,2.512,0.053,28.472,95.779,93018.493,282.994,8.248,7.669,Site-6,2023-06-07
679,10352.803,146.025,5249.676,10.92,959.371,194.985,490.655,1219.463,86.102,474.227,1.223,1.293,12.383,166.236,98737.221,224.553,1.038,9.68,Site-46,2020-11-22
680,9054.074,373.722,8534.366,22.251,51.302,215.325,190.688,5819.924,45.282,431.044,1.769,1.803,73.447,65.405,41736.403,437.194,3.317,7.31,Site-12,2021-05-25
681,15980.059,159.661,4885.261,13.488,57.466,297.794,282.96,11462.833,44.343,475.486,4.182,0.346,89.584,123.813,58773.203,29.324,0.633,1.029,Site-4,2022-03-20
682,18920.49,277.302,2237.683,48.865,977.166,357.863,253.449,12703.335,36.359,689.616,3.437,1.574,51.047,67.271,53680.725,313.392,8.517,4.57,Site-33,2021-11-04
683,7971.241,594.502,5919.555,28.27,985.609,277.308,70.343,4943.118,76.337,645.347,6.1,1.259,60.778,41.206,57551.438,15.547,5.386,4.803,Site-26,2021-11-23
684,4691.541,89.628,2553.505,5.108,604.948,56.217,46.13,17850.942,37.953,463.706,5.218,1.152,16.792,129.542,58881.368,307.068,0.734,1.806,Site-3,2021-08-08
685,9731.794,274.262,7121.726,27.873,500.495,230.663,117.323,15641.658,12.815,474.444,7.485,0.433,84.891,169.012,17327.521,5.43,6.344,9.916,Site-31,2023-01-28
686,18590.41,582.637,3049.572,0.152,764.769,180.5,274.287,4984.729,50.757,661.681,8.32,0.701,65.597,63.461,23623.504,133.455,2.81,1.657,Site-28,2021-02-04
687,4289.651,57.334,7114.252,6.452,134.905,85.654,220.589,15354.634,71.179,696.776,1.577,0.419,7.318,148.852,38164.762,234.171,6.422,6.235,Site-29,2022-11-01
688,7680.86,352.466,1261.619,40.621,798.027,58.102,319.249,17266.312,54.067,589.805,5.009,0.614,69.795,196.974,32530.757,94.962,7.958,0.165,Site-5,2023-04-10
689,5586.606,175.949,888.158,14.174,718.693,122.523,292.003,8025.93,61.221,692.628,7.071,1.933,35.891,70.909,66887.18,285.356,7.739,6.681,Site-12,2020-05-25
690,16590.346,-17.796,4000.466,26.871,901.147,40.575,358.216,11273.398,3.185,479.413,2.673,0.395,62.619,45.593,52404.887,86.886,5.98,7.864,Site-18,2020-10-28
691,2741.923,14.228,1608.511,34.879,513.457,107.189,492.313,15824.116,75.033,559.481,6.598,0.103,9.764,84.061,94390.959,384.61,2.265,8.465,Site-9,2023-09-23
692,15646.556,513.165,7190.873,13.707,600.932,294.452,462.02,5006.867,34.296,697.599,7.293,0.601,8.604,192.525,11664.045,257.725,2.93,7.512,Site-18,2020-05-17
693,19850.85,545.433,3044.196,7.532,340.332,307.539,32.062,1866.189,76.557,436.569,9.113,0.475,38.896,64.011,26036.069,154.906,8.918,7.156,Site-2,2023-11-01
694,15748.619,435.802,9027.219,7.694,434.69,139.328,55.53,5036.333,75.776,686.676,6.745,0.938,45.602,164.729,22684.077,326.714,2.923,6.41,Site-32,2021-01-15
695,739.655,539.06,8089.891,38.78,960.107,112.364,89.189,3322.47,52.357,576.486,3.135,1.553,38.758,15.846,94114.037,480.864,0.634,6.099,Site-19,2023-08-05
696,16191.455,303.024,81.506,0.997,207.784,99.557,295.322,5374.647,87.602,491.867,6.877,0.255,38.79,159.341,44996.835,174.303,4.175,4.406,Site-38,2021-09-14
697,2828.191,90.216,2834.713,5.678,577.616,69.573,109.503,5804.405,44.004,546.902,2.006,1.788,50.832,154.388,62670.773,167.771,7.083,9.409,Site-26,2022-05-16
698,9286.639,284.889,1382.078,34.164,573.989,143.409,134.314,19198.219,42.723,616.812,6.164,1.78,95.939,138.79,54046.387,294.075,8.05,9.348,Site-35,2022-04-29
699,3091.673,-5.042,1975.036,43.576,937.208,320.601,99.382,2388.98,52.25,481.366,3.311,0.414,46.288,93.529,68221.89,32.212,0.804,2.639,Site-24,2023-03-07
700,3373.447,-9.466,856.627,7.283,898.611,267.17,401.456,19218.852,28.801,467.584,6.307,0.258,53.134,72.632,66355.521,185.997,5.336,9.184,Site-46,2022-01-03
701,16282.602,-35.169,3679.838,7.951,325.876,12.17,460.372,3393.556,43.363,504.915,9.957,1.99,90.282,37.777,19146.124,433.292,6.019,5.187,Site-38,2022-10-27
702,1617.393,405.53,5265.857,22.984,13.777,269.992,151.709,12906.563,62.201,602.889,7.358,0.479,92.142,32.239,57789.068,330.986,1.85,9.751,Site-21,2021-01-18
703,17100.103,536.861,9688.833,7.298,591.87,111.24,157.709,1526.721,55.628,461.361,6.027,0.776,98.39,117.484,74908.942,59.942,9.864,7.089,Site-44,2023-11-02
704,7208.046,419.191,9051.667,16.757,624.578,144.277,474.658,4654.855,85.56,477.443,1.042,0.983,56.3,185.031,37268.691,206.071,5.227,4.359,Site-32,2020-02-09
705,10692.044,581.125,5341.174,20.552,841.585,6.24,252.288,12463.84,75.377,515.902,5.799,0.084,6.799,126.803,95430.23,438.429,5.267,4.075,Site-12,2022-07-13
706,9118.035,555.008,5635.777,20.634,318.9,22.544,494.761,9431.044,75.669,474.117,7.053,0.251,98.26,120.835,29574.015,384.419,9.995,8.388,Site-39,2022-01-21
707,8439.864,-11.061,9454.065,45.607,511.078,60.73,470.233,14902.186,58.835,421.742,3.025,1.19,98.66,52.925,6227.011,91.974,2.887,8.09,Site-26,2022-07-05
708,11663.134,119.329,2187.612,19.207,131.046,32.063,380.647,4907.655,16.376,597.343,0.394,1.052,75.406,109.598,67432.978,347.082,6.898,0.215,Site-42,2020-05-31
709,5092.313,230.298,8861.301,15.553,384.78,139.047,197.155,2830.278,82.657,645.864,4.543,1.953,93.06,130.063,5487.248,350.215,9.736,7.893,Site-5,2020-03-24
710,6287.729,328.566,5815.017,47.085,989.516,213.549,434.209,1565.998,15.62,660.938,3.773,0.898,11.557,3.873,79860.481,184.904,6.455,9.894,Site-11,2022-02-19
711,7733.111,383.875,9182.455,46.345,505.416,46.854,166.086,1011.002,72.578,544.635,2.652,1.418,84.418,21.017,33493.067,8.336,0.202,2.237,Site-35,2023-04-23
712,12486.364,112.162,2250.345,20.252,921.224,42.811,196.314,12919.634,44.103,670.885,3.925,1.91,51.123,66.373,15683.808,164.382,1.884,3.524,Site-14,2020-12-10
713,12532.759,564.139,3602.349,10.793,389.029,256.701,113.578,500.14,72.665,536.661,6.548,0.366,18.432,90.876,64508.971,412.908,1.075,8.168,Site-37,2023-07-28
714,876.101,410.631,9924.633,16.31,481.576,350.688,5.515,3309.999,33.812,651.288,5.646,0.453,91.85,149.816,25110.706,242.347,2.574,4.423,Site-16,2020-01-17
715,12190.32,41.097,2248.178,15.902,819.068,203.034,328.618,7588.441,31.947,415.1,6.735,1.982,4.998,24.15,88267.106,414.737,4.166,8.237,Site-17,2021-04-02
716,19343.973,-6.225,7249.663,48.795,445.164,147.48,194.099,19142.13,60.562,555.882,4.758,1.938,61.195,183.727,10431.469,39.025,5.425,7.401,Site-50,2022-06-02
717,7223.122,514.385,3613.866,33.901,989.049,343.509,486.754,18059.075,71.614,449.29,0.969,0.182,29.122,64.004,39438.851,315.81,6.055,1.064,Site-24,2023-06-14
718,7156.545,542.865,7071.564,44.159,858.949,333.126,261.621,46.166,53.622,582.813,9.622,1.188,93.633,193.054,82073.628,164.746,5.193,5.441,Site-33,2021-08-07
719,921.662,10.289,8493.479,9.678,981.694,124.291,266.359,5909.333,2.137,426.512,0.602,0.863,79.378,178.692,43204.604,330.724,4.035,9.005,Site-5,2023-06-05
720,10313.558,134.429,9949.139,37.131,907.167,199.28,378.961,4368.752,22.122,474.078,2.661,1.734,82.298,59.997,43929.134,30.994,8.908,3.788,Site-30,2020-12-06
721,12151.37,141.452,6975.335,8.069,821.843,115.758,411.486,3928.969,8.431,697.253,3.958,1.251,34.7,100.686,85650.701,139.149,5.976,9.944,Site-38,2020-12-30
722,5182.387,377.706,1239.288,10.871,27.608,329.205,307.307,2500.162,79.12,567.266,9.109,0.904,79.738,118.549,47591.624,354.642,3.828,6.677,Site-42,2023-01-24
723,13558.358,27.311,1671.548,7.951,376.799,54.914,399.209,15951.609,94.855,617.185,5.854,0.659,85.56,98.641,14633.723,326.892,3.493,7.205,Site-8,2020-12-12
724,13932.736,267.872,5774.489,37.59,68.506,232.617,139.717,11020.203,87.639,640.965,8.028,0.558,43.483,79.848,79148.888,2.697,4.876,1.806,Site-1,2023-08-23
725,3593.659,448.056,2917.266,22.574,647.619,215.108,357.41,948.23,99.17,536.164,8.755,1.608,45.87,159.606,83945.529,91.094,7.235,7.962,Site-37,2021-07-24
726,1723.997,376.069,8008.626,2.615,996.674,134.595,259.434,12363.474,40.105,476.913,9.077,1.362,88.126,132.33,23017.05,13.077,2.653,8.497,Site-21,2021-04-09
727,6268.765,424.659,3771.951,45.977,667.491,289.643,420.795,11880.889,5.155,594.125,2.09,1.58,60.147,11.435,15218.969,82.078,2.378,2.039,Site-39,2020-01-02
728,18781.943,221.596,5323.914,41.945,481.567,66.661,351.998,13716.683,6.878,472.621,7.775,1.812,60.66,49.524,46324.164,346.873,4.13,0.228,Site-17,2021-04-19
729,18467.969,227.632,9944.055,49.914,915.393,24.941,56.757,10950.177,63.474,513.194,4.602,0.914,69.736,193.109,90483.544,119.551,5.818,7.455,Site-1,2021-12-20
730,6083.874,42.356,2706.336,46.48,765.45,142.457,461.597,3099.61,56.37,497.042,2.16,0.581,59.207,154.987,29352.572,467.597,8.765,0.307,Site-15,2020-01-20
731,13192.367,554.006,8809.836,24.11,317.747,70.28,295.967,9345.563,20.938,415.392,2.519,0.232,53.171,114.963,44468.509,281.451,1.155,9.278,Site-45,2021-11-29
732,17188.474,312.933,4302.824,15.979,552.933,166.805,254.418,18025.433,72.318,631.191,9.255,1.697,10.497,188.462,13162.476,253.041,3.123,2.966,Site-40,2021-11-25
733,7529.406,335.552,8605.259,9.67,331.93,66.544,96.521,8454.476,98.262,487.954,7.035,1.871,6.085,84.992,5165.836,146.067,7.123,9.528,Site-27,2023-08-18
734,9294.063,241.048,4634.683,22.968,428.965,248.267,425.273,17833.093,82.604,547.89,8.587,1.128,97.853,48.062,30547.442,157.772,4.695,9.524,Site-50,2022-01-28
735,19029.683,-43.801,5697.357,23.09,288.94,259.757,385.257,10119.374,92.434,587.513,7.748,1.844,62.318,105.531,35544.463,77.832,6.96,6.323,Site-38,2022-01-23
736,15896.95,309.943,3145.566,44.095,975.911,271.77,478.522,1359.44,77.019,557.241,4.205,0.249,27.878,6.504,38045.335,294.261,3.309,6.332,Site-22,2021-09-14
737,16176.647,341.737,391.624,3.154,384.241,248.97,159.623,8151.946,99.773,584.536,7.831,0.375,38.768,21.765,47823.752,108.132,9.188,9.583,Site-19,2021-05-10
738,7512.954,550.58,6024.216,42.706,583.002,236.136,458.916,8475.371,96.986,505.674,4.149,0.876,20.118,123.298,14344.997,383.571,6.363,5.575,Site-3,2020-12-21
739,13248.761,417.954,4407.58,16.886,709.133,356.535,381.135,14863.505,33.017,472.584,1.793,1.096,60.689,14.177,25871.671,293.123,8.651,4.908,Site-30,2022-08-23
740,13498.37,159.178,5599.285,7.776,390.16,77.151,63.669,13824.75,49.975,662.571,2.977,0.747,0.635,66.466,16551.918,302.995,6.007,6.828,Site-19,2020-11-21
741,17416.939,56.067,2281.366,0.775,731.75,51.706,439.566,9103.568,62.356,402.915,3.126,0.432,99.845,69.459,73029.512,27.562,6.771,4.558,Site-15,2022-02-09
742,4266.563,350.309,8566.861,7.06,728.691,167.096,440.289,13173.171,88.153,684.733,5.423,0.518,16.63,90.504,52218.086,299.409,1.565,0.74,Site-7,2020-09-20
743,15077.555,552.669,388.788,38.694,838.529,289.07,299.226,5780.534,59.85,661.407,9.712,1.167,56.564,61.268,77269.724,435.442,6.454,6.603,Site-46,2022-01-18
744,9395.009,274.978,6399.07,41.6,425.604,9.73,433.97,9022.448,22.203,570.01,2.499,1.071,14.352,67.13,79402.63,45.637,5.303,9.541,Site-19,2023-08-02
745,13436.719,167.998,4297.848,20.356,265.918,59.848,301.028,10318.766,38.406,430.367,1.492,1.318,54.87,127.393,79699.322,390.666,8.572,0.789,Site-41,2023-04-28
746,10551.297,538.884,6983.549,2.904,752.911,306.852,286.919,15334.371,42.107,567.276,5.777,1.366,79.919,199.047,39951.116,87.366,3.546,6.811,Site-6,2020-06-29
747,13959.106,532.089,595.236,28.961,976.653,17.462,159.744,6002.716,93.368,577.183,6.017,1.739,4.592,27.118,30661.289,167.437,1.833,2.518,Site-9,2021-12-05
748,15217.958,478.574,8417.857,39.753,991.569,119.362,334.813,4418.339,69.34,460.733,0.269,1.392,57.157,128.671,86883.754,127.714,9.046,8.141,Site-28,2020-11-11
749,13420.854,239.744,5235.073,43.593,724.803,310.089,334.452,10238.577,7.474,635.57,9.007,0.962,66.258,116.148,72143.608,271.763,8.972,0.772,Site-30,2021-11-29
750,17984.455,245.569,7129.538,35.69,299.65,194.506,239.614,18497.397,58.191,686.266,4.096,1.043,96.597,199.457,91136.588,358.654,9.276,6.054,Site-40,2023-06-02
751,13394.464,79.674,3405.105,33.209,861.937,255.239,441.763,13677.068,61.672,424.717,2.118,1.517,23.07,49.058,6307.312,12.676,4.391,0.883,Site-3,2021-03-02
752,882.701,-8.721,5235.954,25.553,59.821,248.206,370.811,16547.855,75.295,516.754,8.435,0.861,25.31,71.781,20765.135,313.594,4.709,5.524,Site-19,2020-09-17
753,17646.053,63.171,1498.958,40.715,651.528,57.497,397.173,3127.925,48.23,609.501,8.222,1.522,40.252,45.733,43552.265,330.503,9.472,3.238,Site-17,2022-05-28
754,13973.87,580.033,861.621,22.513,319.45,36.703,9.3,18077.249,76.559,612.833,9.326,1.682,80.168,139.993,65732.458,21.273,7.04,3.184,Site-3,2021-05-20
755,10297.046,351.475,2.613,0.439,583.417,226.119,300.01,13818.405,67.826,614.146,8.827,1.507,19.099,7.731,3757.861,159.836,6.043,0.424,Site-38,2021-05-24
756,17060.745,87.623,4413.654,37.641,247.055,263.457,360.205,10597.302,71.911,468.644,2.025,1.786,90.545,184.89,4662.422,119.92,9.288,7.465,Site-26,2020-08-19
757,19359.807,311.173,7758.027,32.971,910.818,198.67,239.104,14965.645,70.07,549.147,3.738,1.69,15.48,53.465,72249.916,363.694,0.153,8.769,Site-48,2021-06-25
758,4605.665,377.872,7078.365,49.831,20.377,135.539,304.003,7811.445,41.835,526.811,6.102,0.654,65.246,183.34,98985.641,348.095,4.777,6.142,Site-26,2023-08-30
759,7619.837,540.642,3853.97,43.147,414.274,217.52,91.275,12757.647,74.928,608.963,9.787,1.272,97.675,41.208,18271.561,444.347,3.19,5.322,Site-19,2021-01-28
760,10497.719,88.267,3062.354,43.927,142.2,104.832,425.675,19707.617,73.099,448.472,7.396,0.391,25.257,81.79,36030.425,433.874,5.345,2.14,Site-42,2022-06-04
761,1633.567,299.284,5516.349,36.801,874.499,216.345,155.142,16983.89,86.022,550.167,4.282,1.772,26.656,25.607,1346.831,277.884,4.774,5.649,Site-35,2020-04-07
762,13574.37,467.61,5665.262,34.869,383.489,90.252,326.653,18792.436,56.348,529.052,6.628,1.636,57.451,59.655,98451.936,189.482,0.482,5.499,Site-32,2023-02-14
763,10577.165,225.655,3442.054,37.606,958.2,359.806,495.707,15796.515,30.331,439.499,8.383,1.928,29.104,128.938,53981.631,458.403,9.906,6.246,Site-7,2022-06-15
764,19943.251,26.561,8039.316,10.236,33.543,15.028,112.344,11656.141,65.289,438.579,7.228,1.829,10.284,137.469,49816.959,11.22,8.616,1.87,Site-12,2021-07-28
765,2704.939,147.3,4938.306,18.232,922.149,18.558,400.5,1776.554,99.757,677.298,4.344,0.903,23.238,132.994,37954.612,484.578,9.889,1.459,Site-11,2022-06-25
766,6288.165,-44.066,1686.77,38.412,326.266,52.307,2.265,18132.571,39.617,591.315,8.21,1.009,37.515,96.73,13588.127,185.703,8.51,7.114,Site-36,2020-05-06
767,13939.017,365.985,7290.694,6.004,814.092,170.926,4.293,3933.829,31.219,555.754,0.55,0.554,89.522,168.844,31868.235,496.146,6.871,7.673,Site-43,2020-10-03
768,18101.101,506.025,5420.143,6.004,524.067,161.295,322.271,11180.102,99.802,527.441,7.633,0.875,65.585,86.273,76925.337,42.895,9.696,9.048,Site-32,2023-08-04
769,3901.253,277.277,9166.608,24.561,48.276,70.954,115.114,17738.696,60.124,689.455,6.529,1.503,5.568,52.258,75823.421,494.06,8.649,8.937,Site-3,2022-07-06
770,18135.67,297.595,5948.908,43.432,404.61,195.204,290.56,13940.461,74.83,428.063,1.014,1.314,27.659,170.342,72871.55,419.095,3.928,1.262,Site-2,2021-02-17
771,8403.676,435.471,4240.551,5.397,340.025,334.035,273.626,11456.579,9.293,451.17,2.52,1.263,19.158,169.949,30852.056,63.973,2.608,6.106,Site-5,2023-11-12
772,6445.001,568.632,8872.043,27.904,815.951,192.028,455.731,491.621,41.316,464.957,6.802,0.904,47.937,147.653,11445.056,334.936,6.727,3.882,Site-1,2023-06-30
773,4275.844,367.153,1889.866,48.458,671.062,239.192,420.473,2475.884,23.067,612.812,9.963,0.311,24.271,102.687,95089.155,159.517,0.766,8.386,Site-11,2023-10-03
774,7065.007,505.18,8122.904,27.343,934.407,321.479,213.064,17305.384,70.078,681.655,5.226,0.998,43.694,98.175,9858.364,79.644,2.508,8.551,Site-44,2023-08-28
775,8263.038,255.358,1282.197,41.714,393.686,292.199,471.409,14416.641,78.428,616.786,9.866,0.585,56.377,85.519,80841.53,353.013,8.147,8.434,Site-40,2022-09-19
776,11582.082,53.954,2885.99,32.967,833.615,132.561,149.483,706.096,53.507,489.697,8.4,1.915,35.996,66.415,45551.691,115.015,2.198,8.397,Site-21,2023-08-08
777,13552.275,27.909,1558.232,14.749,372.577,265.882,99.059,13401.303,80.422,629.262,4.977,1.264,3.774,55.006,54781.803,258.525,7.039,8.806,Site-3,2020-10-18
778,8836.289,362.903,75.467,8.084,954.82,295.412,47.349,6796.003,11.924,661.263,7.369,1.056,5.126,38.485,7582.414,334.907,7.057,2.694,Site-22,2021-11-14
779,8252.172,498.313,815.628,2.519,189.712,9.044,237.129,7069.622,77.652,424.274,1.336,0.748,45.281,186.227,7937.035,82.126,9.555,1.73,Site-18,2023-02-15
780,10043.18,512.508,6304.003,20.042,89.842,291.935,163.412,1537.485,58.779,675.139,2.071,0.837,45.02,197.991,71560.906,222.851,3.659,3.445,Site-19,2022-04-02
781,446.634,407.424,5802.594,32.468,86.498,95.893,420.445,12501.623,35.545,644.206,9.909,0.831,28.699,50.423,58203.522,3.548,6.287,9.918,Site-26,2023-11-16
782,5161.066,588.305,5390.961,21.885,643.454,213.517,316.538,13821.611,85.206,435.474,5.485,0.387,99.297,41.35,66206.123,322.826,1.684,0.499,Site-17,2023-06-17
783,10685.21,423.34,9719.132,19.756,256.778,77.827,154.573,18034.758,24.688,548.543,7.832,1.767,90.619,78.104,27058.177,4.485,4.857,4.793,Site-38,2020-10-23
784,15219.295,162.352,2769.134,26.479,558.17,9.58,156.76,14269.434,18.111,629.338,3.052,1.286,36.911,105.692,7686.903,195.98,3.295,5.975,Site-39,2022-08-22
785,9928.506,162.218,6757.421,25.307,246.675,195.553,309.574,5987.192,17.968,480.753,3.407,1.087,8.539,188.281,39601.16,36.385,6.395,3.842,Site-38,2021-11-13
786,10627.647,254.099,1139.02,44.508,567.052,19.529,266.472,7007.625,24.442,545.211,8.218,1.494,24.85,25.024,82776.137,107.239,6.697,9.526,Site-26,2021-09-22
787,211.664,516.666,8669.936,49.397,693.0,90.875,94.579,12178.994,40.255,616.79,4.442,0.046,8.591,56.939,9946.286,336.615,5.784,6.497,Site-46,2022-05-11
788,1921.784,532.262,4228.743,18.119,837.39,310.684,490.115,18441.479,84.775,475.152,7.171,0.35,87.246,132.152,5710.096,231.786,9.817,9.272,Site-44,2023-05-31
789,6163.299,525.702,4645.49,35.245,888.889,197.705,21.13,12077.273,80.7,633.618,5.112,0.021,29.147,193.242,18552.663,246.066,8.426,5.922,Site-19,2020-04-10
790,9040.642,421.028,4763.529,27.891,333.959,7.634,385.122,11659.162,42.308,670.17,6.862,0.951,70.689,32.242,44614.368,480.535,3.741,1.704,Site-40,2020-11-30
791,16798.283,15.872,8957.101,29.558,936.182,94.966,50.434,2532.681,74.097,566.363,4.577,1.279,99.295,94.184,63732.45,309.59,1.3,2.535,Site-40,2022-05-08
792,1644.089,556.211,4993.242,29.447,917.036,35.341,117.919,13221.157,52.174,518.532,4.447,1.675,29.318,196.421,72932.257,167.556,5.474,8.729,Site-18,2023-03-22
793,3030.861,246.51,7303.438,1.653,946.031,130.589,90.203,4032.779,68.231,560.488,2.629,0.451,62.744,194.071,21824.654,379.17,5.191,8.019,Site-5,2021-01-25
794,381.46,183.786,5498.244,45.818,448.999,151.441,210.984,15510.27,84.197,549.776,0.69,1.273,77.918,20.67,81338.47,179.714,5.486,6.454,Site-13,2021-03-03
795,7884.2,237.943,7736.43,45.39,654.56,100.03,445.175,10646.009,72.348,448.923,6.137,1.375,38.45,46.064,92516.32,303.373,3.148,3.682,Site-25,2020-10-08
796,6232.924,513.578,351.508,25.447,206.282,169.344,356.498,14719.52,90.38,506.911,1.681,0.148,31.52,112.208,65735.684,62.221,9.754,9.743,Site-45,2023-03-28
797,8540.303,315.121,8694.626,46.654,766.86,89.287,99.928,8688.326,81.542,516.179,9.52,1.062,45.33,163.127,1237.427,192.258,2.503,2.178,Site-16,2022-10-01
798,5943.336,545.712,3985.591,38.807,817.927,7.097,391.793,7936.345,92.223,616.021,5.394,1.436,31.447,101.361,16240.607,413.815,4.788,2.101,Site-3,2023-10-13
799,19376.421,471.555,2132.734,25.604,212.963,135.537,63.05,15231.03,41.836,508.016,7.499,0.795,11.169,140.996,70925.497,333.816,9.955,9.546,Site-7,2020-01-10
800,16663.433,428.752,3488.606,0.548,754.853,233.798,261.808,19511.676,80.175,412.99,2.222,0.848,2.027,69.143,16671.026,365.476,6.537,8.154,Site-17,2023-12-30
801,16881.939,-16.686,6661.032,2.85,134.97,60.646,302.086,4463.434,88.861,449.744,0.104,0.973,31.409,146.955,73172.108,34.09,4.133,2.906,Site-39,2022-09-03
802,12435.458,149.507,2456.562,1.981,785.88,183.228,454.166,4881.013,99.374,613.683,7.117,0.795,6.1,170.111,9989.873,116.518,8.866,9.901,Site-23,2021-10-15
803,19709.437,107.102,9932.432,27.885,397.14,167.41,165.681,9203.984,40.862,412.589,4.256,0.794,13.408,31.304,84741.827,5.708,2.315,4.533,Site-29,2022-11-01
804,12542.333,399.157,4023.789,47.478,248.693,183.717,67.013,19196.414,84.854,606.148,5.393,0.577,28.636,19.178,95022.893,350.675,1.825,7.683,Site-30,2022-09-26
805,1980.537,53.18,4126.314,41.67,954.666,345.554,156.031,4164.985,60.547,645.734,0.688,1.312,30.067,134.612,6873.239,79.923,0.282,8.246,Site-5,2023-02-20
806,14706.182,102.653,4956.177,1.835,972.811,154.211,311.952,8547.401,73.101,617.325,6.89,1.36,92.565,105.458,37107.988,449.713,8.208,6.671,Site-39,2023-12-11
807,9820.543,107.784,2488.399,18.393,523.382,210.894,185.393,11231.836,73.846,516.338,3.224,1.321,28.273,13.32,18866.442,301.551,2.689,8.38,Site-17,2021-02-13
808,1054.549,122.213,5550.331,17.536,273.85,238.891,366.45,12015.054,51.209,444.826,3.742,1.082,72.003,37.985,87367.32,310.262,0.152,8.866,Site-42,2021-03-05
809,2563.127,-36.962,3040.449,4.032,438.22,343.667,233.053,19221.211,52.941,480.036,5.298,1.027,13.944,156.676,91717.69,284.031,3.368,2.291,Site-47,2020-10-22
810,13998.023,384.833,3159.186,32.891,63.086,52.557,216.284,14211.879,59.119,687.387,5.623,1.48,27.786,162.492,79681.08,359.439,9.212,4.389,Site-8,2020-10-09
811,18426.398,312.376,6892.194,37.068,31.194,249.742,464.659,8704.319,32.567,624.164,8.092,0.426,47.786,83.601,20093.504,458.318,6.667,3.062,Site-6,2023-09-23
